,comment,title,rating
1180,"If you are in Mexico D.F. you have to drive or at least walk in “Reforma“. For me, the best way is the turibus. Try it day and night, two different worlds.",Beautiful,50
1181,"Monuments, modern buildings, shopping, it has it all!  Traffic can be daunting at times, but worth the trip.",Lot's to see!,40
1182,"Reforma is a long road, if you want to visit focus around el angel, reforma 222, museums, auditorio nacional, polanco, etc.",Focus around el angel and the museums area,40
1183,"So nice avenue! So wide full of trees, it is nice to go on Sundays as you can meet a lot of people jogging, riding bikes, doing gym.",Loved it!!,50
1184,"This is the main avenue in Mexico city. Walk on the avenue is quite pleasant, remember to bring a camera to take photos!

Traffic is shutdown on Sunday, so rent a bike or don a pair of roller-blades.. you'll love it!",Very impressive,50
1185,"You can walk the park like median and enjoy the diversity, views and sculptures. On Sunday afternoon they close the road to traffic and you can bike, walk and skate without vehicles. 

They are in the process of installing lights along the center way so...",Wonderful Walking Experience,50
1186,"You can see the sights and catch the Turibus from the Paseo de la Reforma.  We spent the day just walking, checking out the art, alebrijes and stopping to eat at a restaurant.  You can get to the Anthropology Museum too.",Great for Walking,50
1187,"It's very long, but is a street full of character and parks. Sundays close off for bicyclists and walkers. There's always something going on here and always something to enjoy.",Great walking street,30
1188,"I think this was my favourite part of Mexico City.  I loved this street more than any street in Europe!   Make sure you spend time to walk on Reforma, sightseeing, and entering the occasional shop!",My favourite!,50
1189,I would recommend to get one of the Red Tourist Buses. They will get you earphones and you will receive the tour in english or any other languages set it up. The Angel Square is wonderful and also Polanco and the Chapultepec Forest. You can...,"Great view, beautiful Avenue!",50
1190,"We walked all along to see the sites, along the way there are artisan benches that are fantastic, take the time to walk it.",lots of cute chair benches along the way,50
1191,"Everything is here! If one only has a short time to experience Mexico City, this is the place to go. A true feast for the senses!",A feast for the senses......,50
1192,This rates with the great avenues of Europe for sure. It is soooo long that a taxi may be required to see most of it. Beautiful!,Great Avenue,40
1193,"Families, many families; lots of couples, and why not?, losts of people by themselves riding bikes, walking or just talking. If you're in Mexico City next Sunday go and experiment!",Wonderful for walking or riding a bike on Sunday.,40
1194,"Take a nice and slow whole-day-walk from the city centre down to Bosque Chapultepec, visit the monuments located at the road, have a nice coffee in the Zona Rosa and enjoy the mexican big city life floating down the Paseo. 
You should start your day...",A Sunday in parks and on avenues.,40
1195,"An exception in noisy and crowded Mexico City.
The maps we got from various places seperate the downtown area and Paseo del Reforma, which in consequence gave us a lot of trouble finding the road. And even worse, the tourist map have picture of a...",Better take a bus tour....,30
1196,Driving down this majestic street with all of the monuments was beautiful.  Learning about the symbolism of each sight was really interesting.  Our guide stopped at multiple locations.,Beautiful view,50
1197,"I love walking along the Paseo de la Reforma. I would recommend walking between the Zocalo and Chapultepec Park, about a 5k walk. Along this walk you will pass the many beautiful sights of Chapultepec Park, the Independence Angel, the Hemiciclo de Juarez, the Palacio...",A Wonderful Walk,50
1198,"Maximilian built it to go directly from his residence, the Chapultepec Castle, to the Zocalo, changing the layout of the city and creating chaos. Nevertheless, it is THE most beautiful avenue of Mexico City and really supersedes the Champs Elysées, with its beautiful monuments and...",The Champs Elysées of Mexico,50
1199,There are many sights available from the Paseo de la Reforma. It's also lined with Starbucks and Consulates.,A long avenue providing a hub to many areas.,40
1200,"This place is so beautiful, clean and organized. It is also full of traffic and people, but still its very wide side walks allow even for running!...which I did about 2 miles each way north and south without any trouble!!!Just loved it!!!",I had to go out for a run here,50
1201,"This is one of the main avenues in Mexico City, you can find some of the big hotels here, restaurants, attractions, some embassies, the angel of independence monument and many more in this modern and safe avenue, which is one of the main ones, avoid...",A nice walk in Mexico City,40
1202,"Once the sun started the way down, take this Avenue to the Zona Rosa, have a walk there, and then back to the ""Caballito"" monument. A magnificent street, elegant and shaded.",NICE TO WALK IN THE AFTERNOON,40
1203,Good people watching - while you go deaf on honking horns - and admire the monuments and art along the way.,Traffic Insanity and Monuments,40
1204,"One of the best Avenues in the world... It's really breathtaking...
Always something interesting is going on, art exhibitions or shows. The avenue has plenty of trees and statues alongside the length of it, do yourself a favor worth’s walking and to see everything around.",One of the nicest Avenues in the world,50
